true_label,Twiitti_final,BERT,DistilBERT,Llama-3.1.8B-Instruct (Naive),GPT4o-mini-naive,GPT4o-mini-sophisticated,DeepSeek distilled-qwen-32B (reasoning) naive,DeepSeek distilled-qwen-32B (reasoning) sophisticated,Llama,GPT4o-mini-word_or_words_contributing_the_most (naive,GPT4o-mini-word_or_words_contributing_the_most (sophisticated with comments),GPT4o-mini-sophisticated,DeepSeek-MetaCommentsAboutReasoning
0,,0,0,1,0,1,0,0,"""safety"", ""casualties"", ""ergonomics"".",,"#Safety, #ergonomics, 'design better'",," Promoting safety and offering crash test models. It's about product safety, which could relate to societal responsibility. Political (1)."
0,,0,0,1,0,0,0,0,"""platform"", ""economy"", ""digital"".",,"new business models, platform economy, digital world. The tweet discusses the challenges posed by new business models in the platform economy without addressing any specific corporate political activity, social responsibility, or activism. It focuses on the implications for companies in a general sense rather than engaging with political concepts or actions.",,"Discussing platform economy business models. It's about business strategy, not political. Non-political (0)."
0,,1,1,1,1,1,0,0,"""food"", ""tourism"", ""energy"".",,"trends, tourism, energy transition, director, trade. The tweet discusses trends in food and tourism, as well as the ongoing energy transition, which are relevant to corporate political activity and corporate social responsibility. The mention of getting directors from various trades indicates an interest in influencing or engaging with sectors that may be affected by government policies or societal issues.",,Job recruitment in specific industries. Not political. Non-political (0).
0,,0,1,1,0,0,0,1,"workplace"", ""reopen"", ""cleanliness""",,"cleanliness, safety, peace of mind. The tweet focuses on workplace safety and cleanliness in the context of reopening, which is more about operational and health concerns rather than political activity or corporate social responsibility.",," Discussing reopening and cleanliness, possibly related to pandemic response. This could be seen as societal responsibility. Political (1)."
0,,0,0,0,0,0,0,0,"""mammoth"", ""stainlesssteel"".",,"Mammoth, #stainlesssteel, #art - The tweet discusses a recreation of a mammoth skull and focuses on art and materials, which are not related to corporate political activity, political corporate social responsibility, or corporate social activism.",,Art and product promotion. Not political. Non-political (0).
0,,0,0,0,0,0,0,0,"""Christmas"", ""click""",,"Funny, enthusiasm, click. The tweet does not contain any references to corporate political activity, political corporate social responsibility, or corporate social activism. It appears to be a light-hearted comment unrelated to political or corporate issues.",, Personal comment about Christmas shopping. Non-political (0).
0,,0,0,0,0,0,0,0,"""Yle"", ""Beethoven"".",,"sweetness, couch, listen, theme, Beethoven, RSO, pianist, Conrad Tao - The tweet discusses a personal experience related to music and does not reference any political activity, corporate social responsibility, or activism.",, Listening to music. Non-political (0).
0,,0,0,0,1,0,0,0,"Hakametsä"", ""region""",,"The tweet discusses a winning work related to a sports campus and mentions a region, but lacks any direct reference to corporate political activity, political corporate social responsibility, or corporate social activism. The focus is on a project announcement rather than any political or corporate influence on policy or societal issues.",,Announcing a winning project. Not political. Non-political (0).
1,,1,1,0,0,0,1,1,"""dairy"", ""manure""",,"dairy, gas, biogas, cow manure. The tweet discusses the operation of dairy cars running on gas and biogas, which relates to environmental practices but does not engage with corporate political activity, corporate social responsibility, or corporate social activism as defined. It focuses on a specific technology rather than broader societal or political issues.",, Promoting sustainable energy use. This relates to PCSR. Political (1).
1,,1,1,1,1,1,1,0,"""energy"", ""crisis"", ""consumption"".",,"#Energy crisis, energy production, consumption, burning topic. The mention of the 'energy crisis' indicates a significant societal issue that is likely to involve corporate political activity and discussions around government policies related to energy production and consumption.",,"This talks about the energy crisis and its impact. Energy is a societal issue, but the tweet is about it being a topic, not the company addressing it or influencing policy. So, it's non-political. Classification: 0. Words: ""crisis"", ""topic""."
0,,0,0,0,0,0,0,0,"""experienceds"", ""participants"".",,"Meeting, participants, interim. The tweet discusses a meeting and mentions participants but lacks any direct reference to corporate political activity, corporate social responsibility, or corporate social activism. It appears to be more of a general update rather than a political statement or action.",,"This is about a meeting with participants and a 70th interim. It's a business event, not related to political activities. Classification: 0. Words: ""meeting"", ""participants""."
0,,0,0,0,0,0,0,0,"""dress"", ""colors"".",,"Small changes, flattering, wear life, colors, fashion advisor. The tweet focuses on fashion advice and personal styling rather than any corporate political activity, social responsibility, or activism. It does not address any societal issues or corporate influence on government policies.",,"This is fashion advice from a company's advisor. It's about styling and extending wear life, not addressing societal issues or influencing policies. Classification: 0. Words: ""fashion"", ""advisor""."
